serial_num,po_num,operator_en,shift,date_time,description,sku,customer_po,batch_code,ship_mode,innerbox,outerbox,pallet_num,status
KLLM52930001,250149A,KE0412,A,2026-04-21 12:49:12,DDG S26 NDFWPKT,43000393101,458105224,5293C,Sea,76,16,1,1
